date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:38	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22c5cd7f5300576ab4c88202b42f6ded62%22	https://cdn.mentorcruise.com/css/ajax-loader.gif	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/css/ajax-loader.gif	(from https://cdn.mentorcruise.com/css/slick-theme.css)
17:10:48	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ced611daf7709cc778da928fec876475%22	https://cdn.mentorcruise.com/css/fonts/slick.eot	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/css/fonts/slick.eot	(from https://cdn.mentorcruise.com/css/slick-theme.css)
17:10:48	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ced611daf7709cc778da928fec876475%22	https://cdn.mentorcruise.com/css/fonts/slick.eot?	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/css/fonts/slickd41d.eot	(from https://cdn.mentorcruise.com/css/slick-theme.css)
17:10:50	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22b7c9e1e479de3b53f1e4e30ebac2403a%22	https://cdn.mentorcruise.com/css/fonts/slick.woff	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/css/fonts/slick.woff	(from https://cdn.mentorcruise.com/css/slick-theme.css)
17:10:53	1892/1892	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d41f55a78e6f49a5512878df1737e58a%22	https://cdn.mentorcruise.com/css/fonts/slick.ttf	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/css/fonts/slick.ttf	(from https://cdn.mentorcruise.com/css/slick-theme.css)
17:10:54	2152/2152	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f97e3bbf73254b0112091d0192f17aec%22	https://cdn.mentorcruise.com/css/fonts/slick.svg	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/css/fonts/slick.svg	(from https://cdn.mentorcruise.com/css/slick-theme.css)
17:10:57	10967/10967	---MCZ	200	added ('OK')	text/css	etag:W/%22854dba7abaed129fa591c9bdbdfde52f%22	https://cdn.mentorcruise.com/css/bulma-steps.min.css	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/css/bulma-steps.min.css	(from https://mentorcruise.com/mentor/JakeStaTeresa/apply/?plan=af0e72bae82879)
17:11:08	88844/88844	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2017:11:03%20GMT	https://mentorcruise.com/mentor/JakeStaTeresa/c	C:/My%20Web%20Sites/Mentorship/mentorcruise.com/mentor/JakeStaTeresa/c.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:11:13	89190/89190	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2017:11:10%20GMT	https://mentorcruise.com/mentor/JakeStaTeresa/b	C:/My%20Web%20Sites/Mentorship/mentorcruise.com/mentor/JakeStaTeresa/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:11:18	88599/88599	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2017:11:13%20GMT	https://mentorcruise.com/mentor/JakeStaTeresa/POST	C:/My%20Web%20Sites/Mentorship/mentorcruise.com/mentor/JakeStaTeresa/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:11:19	43/43	---M-Z	200	added ('OK')	image/gif	date:Sun,%2003%20Oct%202021%2017:11:17%20GMT	https://px.ads.linkedin.com/insight_tag_errors.gif?	C:/My%20Web%20Sites/Mentorship/px.ads.linkedin.com/insight_tag_errorsd41d.gif	(from https://snap.licdn.com/li.lms-analytics/insight.min.js)
17:11:40	212/212	---M-Z	200	added ('OK')	text/plain	etag:W/%22611860c5-1d3%22	https://rsms.me/robots.txt		(from https://rsms.me/inter/inter.css)
17:11:50	250/250	---MCZ	404	error ('Not%20Found')	application/xml	date:Sun,%2003%20Oct%202021%2017:11:49%20GMT	https://cdn.mentorcruise.com/robots.txt		(from https://cdn.mentorcruise.com/css/slick-theme.css)
17:12:14	82111/82111	---M--	200	added ('OK')	image/jpeg	etag:%22932acca7431cc7e815249bb88c87c8ad%22	https://cdn.mentorcruise.com/cache/68ebf8f66e8bea91d1574719d95980bb/3469c96723343e95/f55d3645faeb361e8681731e1147b6c5.jpg	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/cache/68ebf8f66e8bea91d1574719d95980bb/3469c96723343e95/f55d3645faeb361e8681731e1147b6c5.jpg	(from https://mentorcruise.com/mentor/JakeStaTeresa/b)
17:12:30	117939/117939	---M--	200	added ('OK')	image/jpeg	etag:%2216e15608988d264d3382cf802ff5c88b%22	https://cdn.mentorcruise.com/cache/1f0f2bc2c853ed57001c76a3406c643a/40f634ca34a70194/024468e3bcb375ed465ebacf6fb37cb2.jpg	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/cache/1f0f2bc2c853ed57001c76a3406c643a/40f634ca34a70194/024468e3bcb375ed465ebacf6fb37cb2.jpg	(from https://mentorcruise.com/mentor/JakeStaTeresa/b)
17:12:30	131845/131845	---M--	200	added ('OK')	image/jpeg	etag:%2253f8b69ca28170d1672c06380d03087e%22	https://cdn.mentorcruise.com/cache/aa8ffcfffad2b364b14b5f5de9c19a46/11af7c5f013b024d/60936cb1cff304ab926d37d364e85d6e.jpg	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/cache/aa8ffcfffad2b364b14b5f5de9c19a46/11af7c5f013b024d/60936cb1cff304ab926d37d364e85d6e.jpg	(from https://mentorcruise.com/mentor/JakeStaTeresa/c)
17:12:36	53495/53495	---M--	200	added ('OK')	image/jpeg	etag:%22172779a11854817ed81761a7e9f23901%22	https://cdn.mentorcruise.com/cache/c3e218fa9b308aa0f34cf2c35f4cf448/1d7dec21478376bf/735ba4132048afe7a86eb2d5812e6708.jpg	C:/My%20Web%20Sites/Mentorship/cdn.mentorcruise.com/cache/c3e218fa9b308aa0f34cf2c35f4cf448/1d7dec21478376bf/735ba4132048afe7a86eb2d5812e6708.jpg	(from https://mentorcruise.com/mentor/JakeStaTeresa/POST)
